央视,#genre#
高尔夫网球,http://192.168.1.1:7088/udp/239.0.2.169:5000
央视台球,http://192.168.1.1:7088/udp/239.0.2.170:5000
风云足球,http://192.168.1.1:7088/udp/239.0.2.168:5000
电视指南,http://192.168.1.1:7088/udp/239.0.2.167:5000
央视文化精品,http://192.168.1.1:7088/udp/239.0.2.177:5000
动漫秀场,http://192.168.1.1:7088/udp/225.2.1.134:5000
早期教育,http://192.168.1.1:7088/udp/239.0.2.207:5000
游戏风云,http://192.168.1.1:7088/udp/225.2.1.135:5000
法治天地,http://192.168.1.1:7088/udp/225.2.1.84:5000
金色学堂,http://192.168.1.1:7088/udp/225.2.1.85:5000
生活时尚,http://192.168.1.1:7088/udp/225.2.1.143:5000
梨园,http://192.168.1.1:7088/udp/239.0.2.104:5000
东方财*,http://192.168.1.1:7088/udp/225.2.1.247:5000
文物宝库,http://192.168.1.1:7088/udp/239.0.2.105:5000
武术世界,http://192.168.1.1:7088/udp/239.0.2.129:5000
快乐垂钓,http://192.168.1.1:7088/udp/239.0.2.18:5000
茶频道,http://192.168.1.1:7088/udp/239.0.2.19:5000
羽球精品赛事,http://192.168.1.1:7088/udp/239.0.2.1:5000
魅力足球,http://192.168.1.1:7088/udp/225.2.1.137:5000
赛事频道,http://192.168.1.1:7088/udp/225.2.1.106:5000
星星直播,http://192.168.1.1:7088/udp/239.0.2.130:5000
咪咕体育01,http://192.168.1.1:7088/udp/239.0.2.208:5000
咪咕体育02,http://192.168.1.1:7088/udp/239.0.2.209:5000
咪咕体育03,http://192.168.1.1:7088/udp/239.0.2.210:5000
咪咕体育04,http://192.168.1.1:7088/udp/239.0.2.211:5000
咪咕体育05,http://192.168.1.1:7088/udp/239.0.2.212:5000
咪咕体育06,http://192.168.1.1:7088/udp/239.0.2.213:5000
咪咕体育07,http://192.168.1.1:7088/udp/239.0.2.214:5000
咪咕体育08,http://192.168.1.1:7088/udp/239.0.2.215:5000
咪咕体育09,http://192.168.1.1:7088/udp/239.0.2.216:5000
咪咕体育10,http://192.168.1.1:7088/udp/239.0.2.217:5000
咪咕体育11,http://192.168.1.1:7088/udp/239.0.2.218:5000
咪咕体育12,http://192.168.1.1:7088/udp/239.0.2.219:5000
咪咕体育13,http://192.168.1.1:7088/udp/239.0.2.220:5000
咪咕体育14,http://192.168.1.1:7088/udp/239.0.2.221:5000
咪咕体育15,http://192.168.1.1:7088/udp/239.0.2.222:5000
咪咕体育16,http://192.168.1.1:7088/udp/239.0.2.223:5000
咪咕体育17,http://192.168.1.1:7088/udp/239.0.2.224:5000
咪咕体育18,http://192.168.1.1:7088/udp/239.0.2.225:5000
咪咕体育19,http://192.168.1.1:7088/udp/239.0.2.226:5000
咪咕体育20,http://192.168.1.1:7088/udp/239.0.2.227:5000
咪咕体育21,http://192.168.1.1:7088/udp/239.0.2.228:5000
咪咕体育22,http://192.168.1.1:7088/udp/239.0.2.229:5000
咪咕体育26,http://192.168.1.1:7088/udp/239.0.2.233:5000
咪咕体育27,http://192.168.1.1:7088/udp/239.0.2.234:5000
百视通赛事1,http://192.168.1.1:7088/udp/225.2.1.162:5000
百视通赛事2,http://192.168.1.1:7088/udp/225.2.1.163:5000
百视通赛事3,http://192.168.1.1:7088/udp/225.2.1.164:5000
百视通赛事4,http://192.168.1.1:7088/udp/225.2.1.165:5000
百视通赛事5,http://192.168.1.1:7088/udp/225.2.1.166:5000
百视通赛事6,http://192.168.1.1:7088/udp/225.2.1.167:5000
百视通赛事7,http://192.168.1.1:7088/udp/225.2.1.168:5000
百视通赛事8,http://192.168.1.1:7088/udp/225.2.1.169:5000
百视通赛事9,http://192.168.1.1:7088/udp/225.2.1.170:5000
百视通赛事10,http://192.168.1.1:7088/udp/225.2.1.211:5000
百视通赛事11,http://192.168.1.1:7088/udp/225.2.1.212:5000
健康直通车,http://192.168.1.1:7088/udp/239.0.2.183:5000
企业频道,http://192.168.1.1:7088/udp/239.0.2.74:5000

其他,#genre#
山东教育,http://192.168.1.1:7088/udp/239.0.2.118:5000
新动漫,http://192.168.1.1:7088/udp/225.2.1.216:5000
汽摩,http://192.168.1.1:7088/udp/225.2.1.205:5000
环球奇观,http://192.168.1.1:7088/udp/225.2.1.197:5000
先锋乒羽,http://192.168.1.1:7088/udp/225.2.1.219:5000
车迷频道,http://192.168.1.1:7088/udp/239.0.2.199:5000
优优宝贝,http://192.168.1.1:7088/udp/239.0.2.203:5000
四海钓鱼,http://192.168.1.1:7088/udp/239.0.2.202:5000
环球旅游,http://192.168.1.1:7088/udp/239.0.2.200:5000
天下足球,http://192.168.1.1:7088/udp/225.2.1.105:5000
老故事,http://192.168.1.1:7088/udp/225.2.1.188:5000
发现之旅,http://192.168.1.1:7088/udp/225.2.1.183:5000
中学生,http://192.168.1.1:7088/udp/225.2.1.193:5000
书画频道,http://192.168.1.1:7088/udp/239.0.2.22:5000
中华特产,http://192.168.1.1:7088/udp/239.0.2.197:5000
生态环境,http://192.168.1.1:7088/udp/239.0.2.201:5000
家庭理财,http://192.168.1.1:7088/udp/239.0.2.23:5000
财富天下,http://192.168.1.1:7088/udp/239.0.2.198:5000
INBM证券服务,http://192.168.1.1:7088/udp/225.2.1.72:5000
901SD,http://192.168.1.1:7088/udp/225.2.1.78:5000
902HD,http://192.168.1.1:7088/udp/225.2.1.79:5000

广播,#genre#
文艺广播,http://192.168.1.1:7088/udp/225.2.1.171:5000
经济广播,http://192.168.1.1:7088/udp/225.2.1.172:5000
新闻广播,http://192.168.1.1:7088/udp/225.2.1.173:5000
生活广播,http://192.168.1.1:7088/udp/225.2.1.174:5000
交通广播,http://192.168.1.1:7088/udp/225.2.1.175:5000
相声广播,http://192.168.1.1:7088/udp/225.2.1.176:5000
小说广播,http://192.168.1.1:7088/udp/225.2.1.177:5000
音乐广播,http://192.168.1.1:7088/udp/225.2.1.179:5000
私家车音乐广播,http://192.168.1.1:7088/udp/225.2.1.178:5000
经典音乐广播,http://192.168.1.1:7088/udp/225.2.1.180:5000
